Date	Expected	Acutal	A-E
4/10/2019 9:52 AM	416.019989	417.000000	1.000000
4/10/2019 9:52 AM	452.019989	451.000000	-1.000000
4/10/2019 9:52 AM	467.779999	472.000000	5.000000
4/10/2019 9:52 AM	485.200012	485.000000	0.000000
4/10/2019 9:52 AM	536.419983	538.000000	2.000000
4/10/2019 9:52 AM	640.409973	642.000000	2.000000
